City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Maracay,VE,2022-04-04 00:20:22,10.2469,-67.5958,77.5,71,60,5.53
295,Verkh-Usugli,RU,2022-04-04 00:20:22,52.7,115.1667,18.39,44,81,2.42
296,Kirya,TZ,2022-04-04 00:20:23,-3.9167,37.4833,72.79,80,16,5.06
297,Mbekenyera,TZ,2022-04-04 00:20:24,-10.0,38.9833,69.53,97,52,2.33
298,Les Cayes,HT,2022-04-04 00:20:24,18.2,-73.75,76.91,81,31,5.99
299,Bathsheba,BB,2022-04-04 00:20:24,13.2167,-59.5167,79.41,69,20,16.11
300,Hun,LY,2022-04-04 00:20:25,29.1268,15.9477,68.25,32,0,8.48
301,Iqaluit,CA,2022-04-04 00:20:25,63.7506,-68.5145,20.93,73,75,10.36
302,Vredendal,ZA,2022-04-04 00:20:26,-31.6683,18.5012,59.45,91,4,6.87
303,Paamiut,GL,2022-04-04 00:20:26,61.994,-49.6678,35.78,81,95,5.82
304,Tazovskiy,RU,2022-04-04 00:20:27,67.4667,78.7,-3.05,100,86,8.68
305,Pasighat,IN,2022-04-04 00:20:27,28.0667,95.3333,67.3,96,100,3.94
306,Moerai,PF,2022-04-04 00:20:28,-22.4333,-151.3333,81.79,77,100,13.24
307,Jacareacanga,BR,2022-04-04 00:20:28,-6.2222,-57.7528,74.21,99,100,2.55
308,Fort Morgan,US,2022-04-04 00:16:08,40.2503,-103.8,56.05,22,0,8.05
309,Mahenge,TZ,2022-04-04 00:20:28,-8.6833,36.7167,61.9,87,7,0.72
310,Alibag,IN,2022-04-04 00:20:29,18.6411,72.8792,80.67,78,17,4.36
311,Cape Canaveral,US,2022-04-04 00:18:49,28.4058,-80.6048,71.08,70,0,6.91
312,Moree,AU,2022-04-04 00:20:29,-29.4667,149.85,73.42,73,75,11.5
313,Utica,US,2022-04-04 00:20:30,43.1009,-75.2327,36.48,98,100,11.72
314,Bannu,PK,2022-04-04 00:20:30,32.9854,70.6027,75.06,13,1,6.49
315,Vung Tau,VN,2022-04-04 00:19:53,10.346,107.0843,79.29,76,77,8.59
316,Porto Murtinho,BR,2022-04-04 00:20:31,-21.6989,-57.8825,84.6,51,80,5.93
317,Canning,IN,2022-04-04 00:20:31,22.3189,88.6714,82.42,84,79,15.66
318,Yulara,AU,2022-04-04 00:20:32,-25.2406,130.9889,71.33,22,0,5.75
319,Maniitsoq,GL,2022-04-04 00:20:32,65.4167,-52.9,28.62,85,3,7.43
320,Vardo,NO,2022-04-04 00:20:32,70.3705,31.1107,26.83,73,90,10.38
321,Revelstoke,CA,2022-04-04 00:21:33,50.9832,-118.2023,44.62,65,100,23.02
322,Inverell,AU,2022-04-04 00:21:33,-29.7833,151.1167,73.67,76,58,8.99
323,Soyo,AO,2022-04-04 00:21:34,-6.1349,12.3689,77.97,90,57,4.92
324,Qasigiannguit,GL,2022-04-04 00:21:34,68.8193,-51.1922,25.05,94,20,6.29
325,Mogadishu,SO,2022-04-04 00:17:12,2.0371,45.3438,80.65,78,60,10.65
326,San Pedro,PH,2022-04-04 00:21:35,14.35,121.0167,84.34,66,40,4.61
327,Greece,US,2022-04-04 00:21:35,43.2098,-77.6931,38.35,88,100,8.05
328,Cabedelo,BR,2022-04-04 00:21:35,-6.9811,-34.8339,75.87,79,41,11.43
329,Leshukonskoye,RU,2022-04-04 00:21:36,64.8989,45.7622,12.0,98,80,3.62
330,Honiara,SB,2022-04-04 00:21:36,-9.4333,159.95,82.38,80,99,5.79
331,Puerto Escondido,MX,2022-04-04 00:19:10,15.85,-97.0667,83.23,74,0,6.91
332,Bengkulu,ID,2022-04-04 00:21:37,-3.8004,102.2655,76.06,82,91,4.54
333,Dingle,PH,2022-04-04 00:20:36,10.9995,122.6711,80.71,77,94,10.27
334,Snina,SK,2022-04-04 00:21:37,48.9886,22.151,28.71,83,49,1.48
335,Santa Quiteria,BR,2022-04-04 00:21:37,-4.3319,-40.1567,72.28,94,77,1.79
336,Khandyga,RU,2022-04-04 00:21:38,62.6667,135.6,18.05,83,89,4.25
337,Ayna,PE,2022-04-04 00:21:38,-12.65,-73.9167,61.12,89,73,0.83
338,Keetmanshoop,NA,2022-04-04 00:21:39,-26.5833,18.1333,61.27,48,0,6.71
339,Coihaique,CL,2022-04-04 00:21:39,-45.5752,-72.0662,51.75,58,75,9.22
340,Mopipi,BW,2022-04-04 00:21:39,-21.1833,24.8833,78.85,43,100,9.22
341,Wahiawa,US,2022-04-04 00:17:20,21.5028,-158.0236,80.92,65,100,11.5
342,Pitsunda,GE,2022-04-04 00:21:40,43.1592,40.3378,50.18,70,100,5.06
343,Rennes,FR,2022-04-04 00:21:40,48.1667,-1.6667,30.24,93,0,2.3
344,Tabas,IR,2022-04-04 00:21:41,33.5959,56.9244,73.0,13,32,3.83
345,Luanda,AO,2022-04-04 00:20:11,-8.8368,13.2343,75.2,94,75,5.75
346,Ndele,CF,2022-04-04 00:21:41,8.4109,20.6473,80.69,58,99,10.47
347,Arklow,IE,2022-04-04 00:21:42,52.7931,-6.1414,51.08,91,100,16.4
348,Aklavik,CA,2022-04-04 00:21:42,68.2191,-135.0107,-5.62,87,100,11.65
349,Iskateley,RU,2022-04-04 00:20:48,67.6803,53.1512,15.22,89,100,12.5
350,Bang Saphan,TH,2022-04-04 00:21:43,11.2126,99.5117,74.88,77,97,11.92
351,Te Anau,NZ,2022-04-04 00:21:43,-45.4167,167.7167,64.74,36,32,1.1
352,Mehamn,NO,2022-04-04 00:21:43,71.0357,27.8492,25.59,72,97,14.05
353,Byron Bay,AU,2022-04-04 00:21:44,-28.65,153.6167,68.94,86,98,5.03
354,Vila Franca Do Campo,PT,2022-04-04 00:21:44,37.7167,-25.4333,57.61,71,31,13.31
355,Puerto Colombia,CO,2022-04-04 00:21:44,10.9878,-74.9547,79.16,84,94,23.04
356,Norman Wells,CA,2022-04-04 00:21:45,65.282,-126.8329,5.67,86,100,7.38
357,Bousso,TD,2022-04-04 00:21:45,10.4795,16.7117,89.69,10,100,4.43
358,Wanaka,NZ,2022-04-04 00:21:45,-44.7,169.15,68.41,32,22,3.27
359,Nizhniy Ingash,RU,2022-04-04 00:21:46,56.2,96.53,21.96,84,60,2.15
360,Lorengau,PG,2022-04-04 00:21:46,-2.0226,147.2712,83.17,72,100,1.9
361,Bongandanga,CD,2022-04-04 00:21:47,1.5,21.05,68.72,91,75,1.92
362,Kuching,MY,2022-04-04 00:21:47,1.55,110.3333,77.22,94,20,1.99
363,Port Elizabeth,ZA,2022-04-04 00:21:48,-33.918,25.5701,62.31,98,20,6.91
364,Iranshahr,IR,2022-04-04 00:22:48,27.2025,60.6848,73.74,15,0,4.61
365,Nome,US,2022-04-04 00:20:23,64.5011,-165.4064,19.47,50,0,11.5
366,Kendari,ID,2022-04-04 00:22:48,-3.945,122.4989,78.58,85,99,3.42
367,Zolotukhino,RU,2022-04-04 00:22:49,52.0842,36.3772,30.61,97,100,7.81
368,Steubenville,US,2022-04-04 00:21:59,40.3698,-80.634,40.08,67,93,7.58
369,Eyl,SO,2022-04-04 00:22:49,7.9803,49.8164,76.48,83,6,5.14
370,Vwawa,TZ,2022-04-04 00:22:50,-9.1167,32.9333,59.02,91,85,1.66
371,Gewane,ET,2022-04-04 00:22:50,10.1664,40.6453,80.17,40,82,4.23
372,Plettenberg Bay,ZA,2022-04-04 00:22:50,-34.0527,23.3716,61.2,86,62,4.23
373,Salinas,US,2022-04-04 00:19:29,36.6777,-121.6555,75.56,54,0,12.66
374,Ambon,ID,2022-04-04 00:22:51,-3.6954,128.1814,95.14,55,40,2.3
375,Half Moon Bay,US,2022-04-04 00:22:51,37.4636,-122.4286,74.53,57,0,35.68
376,Sayyan,YE,2022-04-04 00:22:51,15.1718,44.3244,56.16,20,55,4.83
377,Ondangwa,NA,2022-04-04 00:22:52,-17.9167,15.95,70.84,58,100,10.2
378,Port Blair,IN,2022-04-04 00:22:52,11.6667,92.75,79.56,80,28,4.97
379,Magnor,SE,2022-04-04 00:22:53,59.9511,12.1996,32.76,87,100,2.68
380,Hornepayne,CA,2022-04-04 00:22:53,49.2138,-84.7705,29.91,98,100,5.39
381,Chippewa Falls,US,2022-04-04 00:19:23,44.9369,-91.3929,41.77,75,100,8.05
382,Savannah Bight,HN,2022-04-04 00:22:54,16.45,-85.85,81.14,80,0,17.43
383,Xiaoshi,CN,2022-04-04 00:22:54,41.2971,124.1209,47.57,59,0,8.37
384,Ust-Maya,RU,2022-04-04 00:22:54,60.4167,134.5333,21.0,87,100,1.68
385,Mehran,IR,2022-04-04 00:22:55,33.1222,46.1646,78.6,16,80,6.02
386,Andros Town,BS,2022-04-04 00:22:55,24.7,-77.7667,75.16,73,42,11.21
387,Beira,MZ,2022-04-04 00:22:56,-19.8436,34.8389,75.29,88,20,4.61
388,Minsk,BY,2022-04-04 00:20:44,53.9,27.5667,22.75,63,15,6.91
389,Kampot,KH,2022-04-04 00:22:56,10.6167,104.1833,78.85,76,95,11.86
390,Antalaha,MG,2022-04-04 00:22:56,-14.9003,50.2788,74.64,86,71,5.23
391,Copaceni,RO,2022-04-04 00:22:57,45.0,23.9833,31.98,62,82,3.83
392,Sao Joao Da Barra,BR,2022-04-04 00:22:57,-21.6403,-41.0511,75.24,90,7,6.33
393,Sao Filipe,CV,2022-04-04 00:22:58,14.8961,-24.4956,70.66,74,5,6.71
394,Ongandjera,NA,2022-04-04 00:22:58,-17.8833,15.0667,68.47,68,68,4.18
395,Pitimbu,BR,2022-04-04 00:22:59,-7.4706,-34.8086,75.79,78,24,10.78
396,Nalut,LY,2022-04-04 00:22:59,30.3333,10.85,68.85,24,0,18.79
397,Uvat,RU,2022-04-04 00:23:00,59.1433,68.8953,36.09,95,100,10.49
398,Katobu,ID,2022-04-04 00:23:00,-4.9408,122.5276,80.08,80,63,3.02
399,Lavrentiya,RU,2022-04-04 00:23:00,65.5833,-171.0,-2.58,81,12,11.45
400,Kaitangata,NZ,2022-04-04 00:18:16,-46.2817,169.8464,61.86,58,79,1.41
401,Korla,CN,2022-04-04 00:23:01,41.7597,86.1469,54.27,23,0,5.66
402,Andenes,NO,2022-04-04 00:23:02,69.3143,16.1194,26.58,63,1,17.27
403,Jacmel,HT,2022-04-04 00:23:02,18.2342,-72.5347,82.24,83,29,5.48
404,Kurilsk,RU,2022-04-04 00:23:02,45.2333,147.8833,39.78,65,0,8.05
405,Zhangye,CN,2022-04-04 00:23:03,38.9342,100.4517,46.02,24,69,2.24
406,Puerto Ayacucho,VE,2022-04-04 00:23:03,5.6639,-67.6236,78.04,82,94,5.7
407,Vanimo,PG,2022-04-04 00:23:04,-2.6741,141.3028,84.06,69,99,1.57
408,Nanortalik,GL,2022-04-04 00:23:04,60.1432,-45.2371,34.68,81,79,6.46
409,Egvekinot,RU,2022-04-04 00:23:04,66.3167,-179.1667,-6.52,82,46,16.84
410,Hasaki,JP,2022-04-04 00:24:05,35.7333,140.8333,54.0,86,100,21.41
411,Zhongxing,CN,2022-04-04 00:24:06,33.7039,118.6792,50.4,65,83,10.13
412,Yakeshi,CN,2022-04-04 00:24:06,49.2833,120.7333,30.04,62,88,4.97
413,Rezh,RU,2022-04-04 00:24:06,57.37,61.4043,39.56,92,98,9.84
414,Dwarka,IN,2022-04-04 00:24:07,22.2394,68.9678,78.12,67,0,9.44
415,Pevek,RU,2022-04-04 00:24:07,69.7008,170.3133,-7.87,88,57,2.37
416,College,US,2022-04-04 00:24:08,64.8569,-147.8028,28.08,57,40,9.22
417,Poltar,SK,2022-04-04 00:24:08,48.4309,19.7941,33.19,89,92,1.03
418,Dunedin,NZ,2022-04-04 00:24:09,-45.8742,170.5036,63.81,59,83,3.0
419,Ambovombe,MG,2022-04-04 00:24:09,-25.1667,46.0833,71.73,90,0,8.95
420,Zabol,AF,2022-04-04 00:24:09,32.25,67.25,53.92,16,0,6.78
421,Tshikapa,CD,2022-04-04 00:24:10,-6.4167,20.8,71.29,93,87,0.63
422,Salinopolis,BR,2022-04-04 00:24:10,-0.6136,-47.3561,79.16,85,84,8.23
423,Thanh Hoa,VN,2022-04-04 00:24:11,19.8,105.7667,63.36,67,75,2.8
424,Port-Gentil,GA,2022-04-04 00:24:11,-0.7193,8.7815,80.89,79,65,4.99
425,La Asuncion,VE,2022-04-04 00:24:12,11.0333,-63.8628,76.77,81,10,17.34
426,Jorochito,BO,2022-04-04 00:24:12,-18.05,-63.4333,70.45,77,31,6.24
427,Bilibino,RU,2022-04-04 00:24:12,68.0546,166.4372,4.06,75,21,2.89
428,Toora-Khem,RU,2022-04-04 00:21:18,52.4675,96.11,34.66,97,100,3.42
429,Barbastro,ES,2022-04-04 00:24:13,42.0356,0.1269,39.38,55,27,7.67
430,Pingliang,CN,2022-04-04 00:24:15,35.5392,106.6861,51.85,49,100,3.4
431,Xining,CN,2022-04-04 00:24:15,36.6167,101.7667,40.32,27,100,0.6
432,Bandarbeyla,SO,2022-04-04 00:24:16,9.4942,50.8122,76.42,80,51,1.14
433,Kilindoni,TZ,2022-04-04 00:24:16,-7.9139,39.6668,82.38,72,8,8.16
434,Dodge City,US,2022-04-04 00:24:16,37.7528,-100.0171,63.23,25,0,19.57
435,Takoradi,GH,2022-04-04 00:24:17,4.8845,-1.7554,81.61,85,99,9.86
436,Lagunas,PE,2022-04-04 00:24:17,-5.2269,-75.6753,75.67,85,84,2.53
437,Aldan,RU,2022-04-04 00:24:17,58.6031,125.3894,14.68,93,100,9.06
438,Gizo,SB,2022-04-04 00:24:18,-8.103,156.8419,85.06,70,98,9.75
439,Matamoros,MX,2022-04-04 00:24:18,25.5333,-103.25,89.71,11,0,10.36
440,A Coruna,ES,2022-04-04 00:22:43,43.3713,-8.396,44.89,69,0,5.75
441,Lompoc,US,2022-04-04 00:24:19,34.6391,-120.4579,67.12,82,100,11.5
442,Sembakung,ID,2022-04-04 00:24:19,3.8167,117.25,75.79,95,85,1.12
443,Shimoda,JP,2022-04-04 00:24:20,34.6667,138.95,52.16,88,100,18.84
444,Misasi,TZ,2022-04-04 00:24:20,-3.0,33.0833,67.41,83,93,3.51
445,Jishou,CN,2022-04-04 00:24:20,28.3167,109.7167,59.65,71,100,1.28
446,Santona,ES,2022-04-04 00:24:21,43.4439,-3.4576,41.59,72,99,7.45
447,Birao,CF,2022-04-04 00:24:21,10.2849,22.7882,81.27,42,88,5.66
448,Katangli,RU,2022-04-04 00:24:22,51.7102,143.2326,42.17,72,97,17.96
449,Uusikaupunki,FI,2022-04-04 00:24:22,60.8004,21.4084,33.96,80,100,8.23
450,Kutum,SD,2022-04-04 00:24:22,14.2,24.6667,74.3,11,47,6.98
451,Kjollefjord,NO,2022-04-04 00:24:23,70.9457,27.3465,26.65,65,85,8.23
452,Sangar,RU,2022-04-04 00:25:23,63.9242,127.4739,18.9,93,100,2.86
453,Kota Tinggi,MY,2022-04-04 00:25:23,1.7381,103.8999,78.84,91,45,2.08
454,San Cristobal,VE,2022-04-04 00:25:24,7.7669,-72.225,69.98,77,44,3.22
455,Ust-Ilimsk,RU,2022-04-04 00:25:24,58.0006,102.6619,13.3,95,96,2.24
456,Phulji,PK,2022-04-04 00:25:25,26.8825,67.6807,81.05,8,2,6.38
457,Camacha,PT,2022-04-04 00:25:25,33.0833,-16.3333,56.62,58,75,26.46
458,Mangai,CD,2022-04-04 00:25:26,-4.05,19.5333,71.58,98,93,1.5
459,Tessalit,ML,2022-04-04 00:25:26,20.1986,1.0114,86.38,9,2,5.35
460,Ocara,BR,2022-04-04 00:25:26,-4.4908,-38.5967,73.2,96,91,2.37
461,Faanui,PF,2022-04-04 00:25:27,-16.4833,-151.75,82.24,69,69,11.92
462,Roald,NO,2022-04-04 00:25:27,62.5833,6.1333,37.76,100,100,0.0
463,Leticia,CO,2022-04-04 00:25:28,-4.2153,-69.9406,75.25,88,75,2.3
464,Jalu,LY,2022-04-04 00:25:28,29.0331,21.5482,74.16,15,8,13.11
465,High Level,CA,2022-04-04 00:25:28,58.5169,-117.136,44.71,45,40,11.5
466,Oranjemund,NA,2022-04-04 00:25:29,-28.55,16.4333,58.8,93,13,5.39
467,Areosa,PT,2022-04-04 00:25:29,41.7178,-8.8571,44.42,68,20,7.85
468,Vila Velha,BR,2022-04-04 00:25:30,-20.3297,-40.2925,80.94,84,40,2.3
469,Taltal,CL,2022-04-04 00:25:30,-25.4,-70.4833,65.41,69,19,4.63
470,Ruwi,OM,2022-04-04 00:25:31,23.5996,58.5507,78.49,45,4,6.4
471,Kloulklubed,PW,2022-04-04 00:25:31,7.0419,134.2556,79.3,73,100,2.24
472,Palmer,US,2022-04-04 00:25:32,42.1584,-72.3287,42.17,83,100,4.61
473,Nouadhibou,MR,2022-04-04 00:22:55,20.931,-17.0347,64.38,94,0,8.05
474,Bukavu,CD,2022-04-04 00:25:32,-2.5083,28.8608,59.29,95,19,0.92
475,Namatanai,PG,2022-04-04 00:25:33,-3.6667,152.4333,84.24,71,100,5.3
476,Kodinsk,RU,2022-04-04 00:25:33,58.6881,99.1844,8.92,95,83,2.82
477,Moberly,US,2022-04-04 00:25:34,39.4184,-92.4382,62.42,40,100,9.22
478,Fairlie,GB,2022-04-04 00:25:34,55.756,-4.8556,50.4,92,100,4.0
479,Kutulik,RU,2022-04-04 00:25:34,53.3508,102.7839,23.63,95,100,5.06
480,Petropavlovsk-Kamchatskiy,RU,2022-04-04 00:25:35,53.0452,158.6483,30.79,47,0,20.13
481,Mokhsogollokh,RU,2022-04-04 00:25:35,61.4681,128.9203,18.72,91,100,2.24
482,Bykovo,RU,2022-04-04 00:25:35,55.6361,38.0803,24.53,63,0,8.95
483,Flinders,AU,2022-04-04 00:25:36,-34.5833,150.8552,75.18,52,26,11.99
484,Grand Gaube,MU,2022-04-04 00:25:36,-20.0064,57.6608,79.38,82,18,5.01
485,Hadejia,NG,2022-04-04 00:25:37,12.4498,10.0444,82.02,8,94,6.04
486,Tromso,NO,2022-04-04 00:25:37,69.6496,18.957,17.62,73,18,3.44
487,Puerto Concordia,CO,2022-04-04 00:25:37,2.6221,-72.7572,75.79,87,93,3.29
488,Gornozavodsk,RU,2022-04-04 00:25:38,58.3758,58.3211,38.39,99,100,13.33
489,Valley City,US,2022-04-04 00:25:38,46.9233,-98.0032,36.12,69,40,4.61
490,Shingu,JP,2022-04-04 00:25:39,33.7333,135.9833,58.8,66,71,5.44
491,Terenos,BR,2022-04-04 00:25:39,-20.4422,-54.8603,76.71,88,40,1.14
492,Kirakira,SB,2022-04-04 00:25:40,-10.4544,161.9205,81.79,84,100,11.34
493,Sonoita,MX,2022-04-04 00:25:40,31.85,-112.8333,72.75,24,0,14.52
494,Pedra Azul,BR,2022-04-04 00:25:41,-16.0053,-41.2972,66.96,82,18,4.09
495,Nishihara,JP,2022-04-04 00:25:41,26.1842,127.7558,67.68,64,0,13.8
496,Saint Albans,GB,2022-04-04 00:25:42,51.75,-0.3333,42.4,76,95,16.11
497,Hengyang,CN,2022-04-04 00:25:42,26.8881,112.615,58.17,65,5,2.89
498,Beaverlodge,CA,2022-04-04 00:25:42,55.2166,-119.4361,51.15,48,67,0.72
499,Galle,LK,2022-04-04 00:25:43,6.0367,80.217,77.45,86,57,4.16
500,Trelew,AR,2022-04-04 00:24:31,-43.249,-65.3051,57.02,39,14,9.19
501,Rawson,AR,2022-04-04 00:26:43,-43.3002,-65.1023,55.54,48,21,3.13
502,Guhagar,IN,2022-04-04 00:26:43,17.4842,73.1929,77.63,82,51,2.71
503,Sampit,ID,2022-04-04 00:26:44,-2.5333,112.95,77.29,93,61,1.12
504,Massakory,TD,2022-04-04 00:26:44,12.996,15.7293,84.69,11,83,9.24
505,Alenquer,BR,2022-04-04 00:26:44,-1.9417,-54.7383,74.8,96,74,2.62
506,Allapalli,IN,2022-04-04 00:26:45,19.4167,80.0667,80.04,36,51,4.07
507,Murgab,TM,2022-04-04 00:26:45,37.4966,61.9714,55.27,67,6,6.91
508,Mana,GF,2022-04-04 00:26:46,5.6592,-53.7767,76.98,90,69,10.22
509,Jambi,ID,2022-04-04 00:26:46,-1.6,103.6167,74.39,92,76,1.72
510,Tarrafal,CV,2022-04-04 00:26:46,15.2833,-23.7667,68.79,73,7,10.33
511,Barra Do Garcas,BR,2022-04-04 00:24:02,-15.89,-52.2567,75.15,71,4,1.03
512,The Valley,AI,2022-04-04 00:26:47,18.217,-63.0578,78.66,69,5,17.67
513,Bouca,CF,2022-04-04 00:26:47,6.5105,18.2733,74.75,77,100,2.46
514,Pandan,PH,2022-04-04 00:25:43,14.0453,124.1694,81.19,73,81,13.94
515,Los Zacatones,MX,2022-04-04 00:26:48,22.95,-102.05,81.05,8,21,17.74
516,Chapleau,CA,2022-04-04 00:26:49,47.8405,-83.4034,37.49,75,75,3.44
517,Homer,US,2022-04-04 00:26:49,59.6425,-151.5483,40.8,72,100,8.01
518,Tigil,RU,2022-04-04 00:26:49,57.8,158.6667,24.04,84,97,9.22
519,Varhaug,NO,2022-04-04 00:26:50,58.6147,5.6457,39.88,98,100,17.47
520,Felanitx,ES,2022-04-04 00:26:50,39.4696,3.1483,48.0,60,100,16.93
521,Hobyo,SO,2022-04-04 00:26:50,5.3505,48.5268,80.82,73,31,8.37
522,Hami,CN,2022-04-04 00:26:38,42.8,93.45,50.94,28,0,6.26
523,Palembang,ID,2022-04-04 00:26:51,-2.9167,104.7458,75.29,94,40,0.0
524,Gerash,IR,2022-04-04 00:26:51,27.6652,54.1371,60.94,19,1,2.59
525,Sar-E Pul,AF,2022-04-04 00:26:52,35.8333,66.1667,54.55,26,4,3.62
526,Eureka,US,2022-04-04 00:26:52,40.8021,-124.1637,62.74,71,100,4.0
527,Slobodskoy,RU,2022-04-04 00:26:53,58.7322,50.1772,25.97,90,100,9.06
528,Usinsk,RU,2022-04-04 00:26:53,65.9939,57.5281,19.83,80,100,16.06
529,Henties Bay,NA,2022-04-04 00:26:53,-22.116,14.2845,60.73,87,0,5.44
530,Santa Cruz,BO,2022-04-04 00:26:54,-17.8,-63.1667,74.66,78,5,12.66
531,Presov,SK,2022-04-04 00:26:55,49.1667,21.25,31.24,78,44,1.99
532,Asyut,EG,2022-04-04 00:26:55,27.181,31.1837,75.7,15,64,6.02
533,Bol,TD,2022-04-04 00:26:56,13.4586,14.7147,81.73,40,25,14.03
534,Ajmer,IN,2022-04-04 00:24:51,26.45,74.6333,73.02,12,0,7.02
535,Gorey,IE,2022-04-04 00:26:56,52.6747,-6.2925,50.58,91,100,14.12
536,Sukaraja,ID,2022-04-04 00:26:57,-7.4519,108.1944,75.29,91,92,1.01
537,Gobabis,NA,2022-04-04 00:26:57,-22.45,18.9667,63.64,44,38,6.73
538,Beisfjord,NO,2022-04-04 00:26:57,68.3751,17.5988,23.05,86,20,10.54
539,Chernyshevskiy,RU,2022-04-04 00:26:58,63.0128,112.4714,9.36,93,99,2.73
540,Saint-Joseph,RE,2022-04-04 00:26:58,-21.3667,55.6167,73.78,85,98,11.25
541,Kabalo,CD,2022-04-04 00:26:59,-6.05,26.9167,70.2,96,100,1.1
542,Mangrol,IN,2022-04-04 00:26:59,21.1167,70.1167,76.93,76,1,11.43
543,Conroe,US,2022-04-04 00:27:59,30.3119,-95.456,76.73,40,0,14.97
544,Harlingen,US,2022-04-04 00:28:00,26.1906,-97.6961,78.06,83,40,16.11
545,Outjo,NA,2022-04-04 00:28:00,-20.1167,16.15,59.83,55,37,8.08
546,Sao Jose Da Coroa Grande,BR,2022-04-04 00:28:00,-8.8978,-35.1478,78.48,83,49,9.08
547,Del Rio,US,2022-04-04 00:24:41,29.3627,-100.8968,90.0,28,0,20.71
548,Santa Cruz De La Palma,ES,2022-04-04 00:28:01,28.6835,-17.7642,60.94,77,0,6.91
549,Ojinaga,MX,2022-04-04 00:28:01,29.5667,-104.4167,92.41,14,0,6.91
550,Ninghai,CN,2022-04-04 00:28:02,29.2892,121.4247,51.31,66,10,0.29
551,Moose Factory,CA,2022-04-04 00:28:02,51.2585,-80.6094,23.0,63,100,6.91
552,Castrillon,ES,2022-04-04 00:28:02,43.3979,-6.7922,36.3,92,63,4.36
553,Ust-Nera,RU,2022-04-04 00:28:03,64.5667,143.2,5.47,92,63,1.92
554,Svetlyy,RU,2022-04-04 00:28:03,54.675,20.1347,32.05,64,91,14.32
555,Altus,US,2022-04-04 00:24:33,34.6381,-99.334,85.51,31,0,16.11
