City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Sovetskiy,RU,61.3614,63.5842,34.74,99,100,9.98,overcast clouds
347,Katsuura,JP,35.1333,140.3,56.46,88,100,14.92,light rain
348,San Francisco Del Mar,MX,16.2333,-94.65,81.84,67,0,11.34,clear sky
349,Nichinan,JP,31.6,131.3667,56.88,46,0,5.21,clear sky
350,Gaurela,IN,22.75,81.9,75.6,13,0,4.07,clear sky
351,Bandarbeyla,SO,9.4942,50.8122,76.1,81,8,1.28,clear sky
352,Makasar,ID,-5.14,119.4221,82.45,83,20,2.3,few clouds
353,Mikhaylovka,RU,50.06,43.2379,44.78,83,100,18.68,overcast clouds
354,Nueva Concepcion,GT,14.2,-91.3,83.28,63,99,8.93,overcast clouds
355,Camana,PE,-16.6228,-72.7111,69.62,81,48,7.63,scattered clouds
356,Yeppoon,AU,-23.1333,150.7333,85.78,61,9,10.6,clear sky
357,Pedernales,DO,18.0384,-71.744,78.71,76,96,7.94,overcast clouds
358,Dikson,RU,73.5069,80.5464,0.5,96,82,9.19,broken clouds
359,Filingue,NE,14.3521,3.3168,83.17,6,92,0.94,overcast clouds
360,Kavaratti,IN,10.5669,72.642,82.47,70,46,6.53,scattered clouds
361,Andenes,NO,69.3143,16.1194,26.92,59,1,20.71,clear sky
362,Vao,NC,-22.6667,167.4833,79.52,86,20,15.86,few clouds
363,Jinzhou,CN,41.1078,121.1417,54.73,47,8,17.69,clear sky
364,Khuzdar,PK,27.7384,66.6434,65.14,10,13,4.27,few clouds
365,Farias Brito,BR,-6.9306,-39.5656,77.68,62,91,2.68,overcast clouds
366,Hofn,IS,64.2539,-15.2082,34.02,80,100,16.15,overcast clouds
367,Deputatskiy,RU,69.3,139.9,-3.26,91,22,2.93,few clouds
368,Lata,PT,40.1629,-8.3327,45.91,54,0,9.35,clear sky
369,Evans,US,33.5337,-82.1307,65.41,43,4,1.01,clear sky
370,Puerto Colombia,CO,10.9878,-74.9547,80.69,85,91,22.84,overcast clouds
371,Kibala,TD,9.1104,18.3463,85.95,48,0,13.8,clear sky
372,Taywarah,AF,33.35,64.4167,41.65,23,0,1.28,clear sky
373,Vidalia,US,32.2177,-82.4135,64.35,52,0,0.0,clear sky
374,Naryshkino,RU,52.9678,35.7268,27.43,93,100,8.12,overcast clouds
375,Vostok,RU,46.4856,135.8833,46.62,59,0,8.14,clear sky
376,Constitucion,CL,-35.3333,-72.4167,54.59,58,0,11.97,clear sky
377,Kaeo,NZ,-35.1,173.7833,74.32,78,55,6.31,broken clouds
378,Wufeng,CN,27.45,104.8333,45.21,85,100,2.64,overcast clouds
379,Katangli,RU,51.7102,143.2326,43.99,71,100,18.86,overcast clouds
380,Madang,PG,-5.2246,145.7966,85.82,66,82,2.46,broken clouds
381,Touros,BR,-5.1989,-35.4608,77.07,90,84,8.81,broken clouds
382,Udachnyy,RU,66.4167,112.4,5.45,84,100,13.0,overcast clouds
383,Winslow,US,35.0242,-110.6974,71.78,18,0,9.22,clear sky
384,Mersing,MY,2.4312,103.8405,73.31,94,40,4.61,scattered clouds
385,Hokitika,NZ,-42.7167,170.9667,63.93,62,1,5.44,clear sky
386,Windhoek,NA,-22.5594,17.0832,56.1,58,0,4.61,clear sky
387,Nabire,ID,-3.3667,135.4833,85.86,60,13,2.33,few clouds
388,Antalaha,MG,-14.9003,50.2788,74.59,86,76,5.1,broken clouds
389,Salinopolis,BR,-0.6136,-47.3561,78.84,86,100,7.9,light rain
390,Koutiala,ML,12.3917,-5.4642,87.62,29,88,7.02,overcast clouds
391,Cumra,TR,37.5732,32.7745,51.94,45,15,6.87,few clouds
392,Bolu,TR,40.6667,31.5833,37.81,80,6,2.17,clear sky
393,Jalu,LY,29.0331,21.5482,73.04,16,5,12.03,clear sky
394,Mercedes,AR,-34.6515,-59.4307,60.78,58,0,10.45,clear sky
395,Guarapari,BR,-20.6667,-40.4975,80.89,89,1,3.22,clear sky
396,Rancho Cordova,US,38.5891,-121.3027,81.18,28,0,12.66,clear sky
397,Cockburn Town,TC,21.4612,-71.1419,78.76,78,40,17.27,scattered clouds
398,Requena,ES,39.4883,-1.1004,37.53,76,100,13.6,overcast clouds
399,Azoyu,MX,16.7167,-98.7333,76.19,62,100,3.69,overcast clouds
400,Gillette,US,44.2911,-105.5022,50.92,22,0,6.91,clear sky
401,Ouango,CF,4.3133,22.5552,69.64,92,100,1.83,overcast clouds
402,Naryan-Mar,RU,67.6713,53.087,16.25,91,100,12.57,overcast clouds
403,Rafaela,AR,-31.2503,-61.4867,66.0,79,0,6.76,clear sky
404,Athabasca,CA,54.7169,-113.2854,46.81,72,43,11.21,scattered clouds
405,Lyubech,UA,51.7026,30.6569,28.33,86,100,8.3,overcast clouds
406,Tignere,CM,7.3667,12.65,74.71,41,89,4.03,overcast clouds
407,Champaign,US,40.1334,-88.2001,55.04,59,0,4.61,clear sky
408,Arraial Do Cabo,BR,-22.9661,-42.0278,76.57,87,3,4.38,clear sky
409,Baculin,PH,7.4525,126.5842,83.66,72,100,8.43,overcast clouds
410,Sibolga,ID,1.7427,98.7792,78.67,79,63,1.97,broken clouds
411,Paris,FR,48.8534,2.3488,36.21,80,0,5.75,clear sky
412,Elko,US,41.0002,-115.5012,60.82,12,100,13.0,overcast clouds
413,Bay Roberts,CA,47.5999,-53.2648,36.34,86,8,11.01,clear sky
414,Jizan,SA,17.3333,42.6667,81.54,50,100,3.67,overcast clouds
415,Yadrin,RU,55.9405,46.2062,27.16,95,100,3.04,overcast clouds
416,Tam Ky,VN,15.5667,108.4833,66.42,93,100,7.29,overcast clouds
417,Ashland,US,40.8167,-82.2665,43.34,78,100,5.93,overcast clouds
418,Gaoua,BF,10.2992,-3.2508,82.18,49,69,4.63,light rain
419,Sicamous,CA,50.8331,-118.9856,56.37,97,100,3.8,light rain
420,Zhezkazgan,KZ,47.8043,67.7144,46.44,54,5,8.48,clear sky
421,Saint-Joseph,RE,-21.3667,55.6167,73.78,85,97,11.54,overcast clouds
422,Okhotsk,RU,59.3833,143.3,23.77,86,100,14.97,light snow
423,Mandalgovi,MN,45.7625,106.2708,41.58,37,99,13.47,overcast clouds
424,Chuy,UY,-33.6971,-53.4616,63.52,94,6,4.52,clear sky
425,Kulykivka,UA,51.3735,31.6466,30.06,86,100,9.51,overcast clouds
426,Avera,US,33.194,-82.5271,60.31,40,0,6.4,clear sky
427,Pevek,RU,69.7008,170.3133,-5.67,87,5,2.77,clear sky
428,Bangui,CF,4.3612,18.555,77.18,88,98,3.44,overcast clouds
429,Osakarovka,KZ,50.565,72.5692,32.41,73,100,7.52,overcast clouds
430,Nome,US,64.5011,-165.4064,19.47,50,0,11.5,clear sky
431,Viedma,AR,-40.8135,-62.9967,51.73,54,0,10.36,clear sky
432,Neryungri,RU,56.6709,124.6491,14.2,86,100,13.18,overcast clouds
433,Kijang,KR,35.2442,129.2139,51.53,49,0,1.5,clear sky
434,Den Helder,NL,52.9599,4.7593,46.38,72,100,31.0,overcast clouds
435,Vestmannaeyjar,IS,63.4427,-20.2734,42.94,82,100,9.95,overcast clouds
436,Tiznit,MA,29.5833,-9.5,59.22,59,40,4.72,scattered clouds
437,Ambikapur,IN,23.1167,83.2,73.99,11,0,1.74,clear sky
438,Bontang,ID,0.1333,117.5,81.28,73,16,3.98,few clouds
439,Kushva,RU,58.2906,59.7592,39.83,97,100,12.35,overcast clouds
440,Ahualulco,MX,22.4,-101.1667,78.48,10,0,9.13,clear sky
441,Matamoros,MX,25.5333,-103.25,89.71,11,0,10.36,clear sky
442,Bastia,FR,42.6667,9.3333,46.29,81,20,9.22,few clouds
443,Amapa,BR,1.0,-52.0,73.0,99,100,1.77,moderate rain
444,Palu,ID,-0.8917,119.8707,85.05,67,98,1.57,overcast clouds
445,Juba,SS,4.8517,31.5825,78.39,49,95,2.91,overcast clouds
446,Meulaboh,ID,4.1363,96.1285,76.05,83,97,3.38,overcast clouds
447,Taksimo,RU,56.3444,114.8794,16.93,61,88,5.86,overcast clouds
448,Tonj,SS,7.2737,28.6822,79.25,52,96,4.83,overcast clouds
449,La Palma,US,33.8464,-118.0467,68.61,69,100,11.5,overcast clouds
450,Qaqortoq,GL,60.7167,-46.0333,32.79,86,59,3.4,broken clouds
451,Shawnee,US,39.05,-95.7669,62.46,79,100,4.61,overcast clouds
452,Acapulco,MX,16.8634,-99.8901,78.62,73,75,11.5,broken clouds
453,Marsa Matruh,EG,31.3525,27.2453,59.2,94,36,9.22,scattered clouds
454,Yurimaguas,PE,-5.9,-76.0833,76.98,75,81,2.1,broken clouds
455,Vila Velha,BR,-20.3297,-40.2925,80.94,84,40,2.3,scattered clouds
456,Rio Grande,BR,-32.035,-52.0986,65.95,94,100,10.33,light rain
457,Havre-Saint-Pierre,CA,50.2334,-63.5986,35.6,60,0,5.75,clear sky
458,Kevelaer,DE,51.5833,6.25,36.01,89,75,6.91,broken clouds
459,Havoysund,NO,70.9963,24.6622,28.63,60,100,12.48,light snow
460,Vilcun,CL,-38.65,-72.2333,41.86,79,1,3.6,clear sky
461,Martapura,ID,-3.4167,114.85,78.89,78,40,2.3,scattered clouds
462,Aureliana,PH,10.8885,121.978,85.41,59,72,5.03,broken clouds
463,Grover Beach,US,35.1216,-120.6213,68.14,75,0,14.97,clear sky
464,Coahuayana,MX,18.7333,-103.6833,72.7,78,9,4.45,clear sky
465,Dubuque,US,42.4833,-90.8668,42.62,81,100,8.05,light rain
466,Moscow,RU,55.7522,37.6156,24.35,95,100,4.45,overcast clouds
467,Sola,VU,-13.8833,167.55,77.67,94,100,3.44,overcast clouds
468,Olafsvik,IS,64.8945,-23.7142,33.51,78,100,21.05,overcast clouds
469,Evensk,RU,61.95,159.2333,16.65,78,21,3.78,few clouds
470,Kharian,PK,32.8149,73.8636,69.08,20,0,7.11,clear sky
471,San Juan De Los Morros,VE,9.9115,-67.3538,82.38,49,64,2.37,broken clouds
472,Gannan,CN,47.9147,123.5031,51.15,32,100,12.62,overcast clouds
473,Guaraniacu,BR,-25.1008,-52.8781,64.4,93,92,1.72,overcast clouds
474,Grand Gaube,MU,-20.0064,57.6608,79.38,81,8,5.99,clear sky
475,Dharchula,IN,29.85,80.5333,60.62,26,0,8.32,clear sky
476,Berwick,US,41.0545,-76.2333,41.94,72,20,8.23,few clouds
477,Sorong,ID,-0.8833,131.25,82.0,77,99,7.54,overcast clouds
478,Toshkivka,UA,48.7791,38.579,39.47,76,100,15.75,overcast clouds
479,Grandview,US,38.8858,-94.533,63.25,60,100,4.61,light rain
480,Fort Morgan,US,40.2503,-103.8,54.25,24,0,6.91,clear sky
481,Viransehir,TR,37.2353,39.7631,54.99,54,93,5.12,overcast clouds
482,Sapatgram,IN,26.3334,90.109,74.1,88,18,2.13,few clouds
483,Morgan City,US,29.6994,-91.2068,73.4,53,0,10.36,clear sky
484,Marsh Harbour,BS,26.5412,-77.0636,75.15,78,100,11.92,overcast clouds
485,Businga,CD,3.3333,20.8833,70.41,83,91,2.1,overcast clouds
486,Mahibadhoo,MV,3.7833,72.9667,83.03,65,12,0.65,few clouds
487,Waw,SS,7.7029,27.9953,78.66,55,75,5.03,broken clouds
488,Kashi,CN,39.4547,75.9797,52.81,43,2,2.24,clear sky
489,Hasaki,JP,35.7333,140.8333,54.0,84,100,20.36,overcast clouds
490,Champerico,GT,14.3,-91.9167,82.83,67,10,8.79,clear sky
491,Waingapu,ID,-9.6567,120.2641,81.82,67,51,1.45,broken clouds
492,Patacamaya,BO,-17.2333,-67.9167,46.94,81,17,5.75,few clouds
493,Banfora,BF,10.6333,-4.7667,85.69,46,99,3.83,light rain
494,Kenora,CA,49.8167,-94.4337,36.57,60,100,6.91,overcast clouds
495,Bonavista,CA,48.6499,-53.1147,34.59,84,64,18.72,broken clouds
496,Dongsheng,CN,39.8161,109.9776,50.63,14,100,7.61,overcast clouds
497,Severnoye,RU,56.3491,78.3619,33.46,100,100,7.18,overcast clouds
498,Kenai,US,60.5544,-151.2583,43.03,57,75,6.91,broken clouds
499,Altay,CN,47.8667,88.1167,36.27,54,0,7.61,clear sky
500,Kawalu,ID,-7.3817,108.2082,77.58,83,92,0.31,overcast clouds
501,Zhangye,CN,38.9342,100.4517,50.4,20,18,1.3,few clouds
502,Narsaq,GL,60.9167,-46.05,43.02,87,42,3.58,scattered clouds
503,Finschhafen,PG,-6.6024,147.8681,84.4,70,100,3.02,overcast clouds
504,Road Town,VG,18.4167,-64.6167,78.89,69,40,6.91,scattered clouds
505,Asosa,ET,10.0667,34.5333,70.56,53,49,2.19,scattered clouds
506,Balezino,RU,57.9796,53.0106,32.18,97,100,11.63,overcast clouds
507,Palmer,US,42.1584,-72.3287,41.63,84,100,4.61,light rain
508,Lompoc,US,34.6391,-120.4579,65.12,84,100,14.97,overcast clouds
509,Gimli,CA,50.6336,-96.9907,32.02,74,100,2.3,overcast clouds
510,Ueda,JP,36.4,138.2667,46.71,96,100,0.56,light rain
511,Primorsk,UA,46.7348,36.3443,42.94,83,100,15.52,overcast clouds
512,Kamenica,DE,50.8333,12.9167,35.19,71,98,3.0,overcast clouds
513,Singaraja,ID,-8.112,115.0882,83.28,68,50,0.49,scattered clouds
514,Aswan,EG,24.0934,32.907,81.7,18,0,4.61,clear sky
515,Baracoa,CU,20.3467,-74.4958,76.46,86,22,2.98,few clouds
516,Qasigiannguit,GL,68.8193,-51.1922,25.05,93,38,6.04,scattered clouds
517,Nuuk,GL,64.1835,-51.7216,32.61,93,4,11.5,clear sky
518,Kabelvag,NO,68.2114,14.4817,27.54,68,36,17.4,scattered clouds
519,Strezhevoy,RU,60.7333,77.5889,26.44,96,100,18.77,snow
520,Port Augusta,AU,-32.5,137.7667,74.08,33,0,4.36,clear sky
521,Rancho Veloz,CU,22.8806,-80.3917,77.22,77,98,4.14,moderate rain
522,Kisumu,KE,-0.1022,34.7617,67.8,63,91,5.5,overcast clouds
523,Nouadhibou,MR,20.931,-17.0347,64.38,94,0,8.05,clear sky
524,Chitipa,MW,-9.7024,33.2697,61.29,96,83,3.06,light rain
525,Ayan,RU,56.45,138.1667,26.19,93,100,19.62,snow
526,Rayon,MX,19.1444,-99.5836,62.35,29,4,4.03,clear sky
527,San Luis,AR,-33.295,-66.3356,51.66,36,0,12.91,clear sky
528,Pyaozerskiy,RU,65.8333,31.1667,8.53,97,96,3.58,overcast clouds
529,Lensk,RU,60.7253,114.9278,16.48,83,100,10.85,overcast clouds
530,Teya,RU,60.3778,92.6267,13.87,93,96,3.04,overcast clouds
531,Half Moon Bay,US,37.4636,-122.4286,69.46,61,0,35.68,haze
532,Tual,ID,-5.6667,132.75,81.88,66,28,0.98,scattered clouds
533,Klaksvik,FO,62.2266,-6.589,43.72,98,100,21.77,overcast clouds
534,Verkhniy Fiagdon,RU,42.8333,44.3053,41.67,83,23,9.57,few clouds
535,Nefteyugansk,RU,61.0998,72.6035,33.67,97,100,18.43,overcast clouds
536,Tura,IN,25.5198,90.2201,71.33,94,54,7.9,broken clouds
537,Bilokurakyne,UA,49.5341,38.7307,38.68,85,100,14.45,overcast clouds
538,Estepa,ES,37.2926,-4.879,47.79,69,100,8.05,overcast clouds
539,Isernia,IT,41.6002,14.2382,41.88,94,100,1.28,overcast clouds
540,Hailin,CN,44.5833,129.4167,54.88,30,0,17.58,clear sky
541,Zhigansk,RU,66.7697,123.3711,4.46,82,61,12.46,broken clouds
542,Manakara,MG,-22.1333,48.0167,71.31,93,34,5.84,scattered clouds
543,Wana,PK,32.2989,69.5725,61.12,15,5,4.36,clear sky
544,Havelock,US,34.8791,-76.9013,67.98,34,0,13.8,clear sky
545,Romitan,UZ,39.9343,64.3814,53.55,76,0,2.3,clear sky
546,Paamiut,GL,61.994,-49.6678,36.12,82,100,7.2,overcast clouds
547,Hede,CN,33.7681,120.2517,53.89,49,43,8.32,scattered clouds
548,Pangody,RU,65.85,74.4859,14.83,87,100,20.31,overcast clouds
549,Tomatlan,MX,19.9333,-105.25,73.26,66,2,6.29,clear sky
550,Victor Harbor,AU,-35.5667,138.6167,66.29,60,0,3.02,clear sky
551,Donduseni,MD,48.2427,27.6101,30.56,80,100,12.19,overcast clouds
552,Beloha,MG,-25.1667,45.05,70.92,90,0,8.99,clear sky
553,Isla Vista,US,34.4133,-119.861,67.35,68,40,10.36,scattered clouds
554,Broome,US,42.2506,-75.833,36.7,78,100,9.22,mist
555,Buala,SB,-8.145,159.5921,82.4,79,100,10.78,moderate rain
556,Honiara,SB,-9.4333,159.95,83.53,78,100,7.18,overcast clouds
557,Turukhansk,RU,65.8167,87.9833,5.65,94,65,4.79,broken clouds
558,Tabou,CI,4.423,-7.3528,79.23,87,100,8.88,overcast clouds
559,Araouane,ML,18.9048,-3.5265,83.75,14,0,5.68,clear sky
560,Ekpoma,NG,6.7421,6.139,73.18,90,100,4.72,overcast clouds
561,Kisangani,CD,0.5167,25.2,68.41,99,100,2.15,moderate rain
562,Leh,IN,34.1667,77.5833,22.93,70,78,5.1,broken clouds
563,Salalah,OM,17.0151,54.0924,75.29,60,0,3.44,clear sky
564,Guasdualito,VE,7.2424,-70.7324,82.36,74,40,0.0,scattered clouds
565,Korem,ET,12.5058,39.5228,54.63,49,35,4.12,scattered clouds
566,Terrace,CA,54.5163,-128.6035,44.51,56,75,18.41,broken clouds
567,Richards Bay,ZA,-28.783,32.0377,75.63,83,100,12.46,overcast clouds
568,Mangit,UZ,40.5971,70.9607,60.35,43,75,4.32,broken clouds
569,Mana,GF,5.6592,-53.7767,77.02,90,100,10.25,overcast clouds
570,Annau,TM,37.8876,58.516,63.9,42,0,4.61,clear sky
571,Porbandar,IN,21.6422,69.6093,77.22,72,0,9.08,clear sky
572,Tucurui,BR,-3.7661,-49.6725,75.18,96,100,3.29,very heavy rain
573,Gua Musang,MY,4.8823,101.9644,75.65,94,72,1.05,broken clouds
574,Pachino,IT,36.7186,15.0907,52.97,74,100,11.52,overcast clouds
575,Vila Franca Do Campo,PT,37.7167,-25.4333,57.61,73,46,13.67,scattered clouds
576,Imbituba,BR,-28.24,-48.6703,72.82,94,100,12.62,overcast clouds
577,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,76.14,78,0,3.49,clear sky
578,Zadonsk,RU,52.3904,38.9261,31.1,97,100,5.17,snow
579,Tazovskiy,RU,67.4667,78.7,2.73,98,100,9.4,overcast clouds
580,Gushikawa,JP,26.3544,127.8686,67.62,59,0,11.5,clear sky
581,Kalabo,ZM,-14.97,22.6814,65.75,91,72,1.9,moderate rain
582,Kutoarjo,ID,-7.7169,109.9128,73.49,77,77,0.87,broken clouds
583,Salinas,US,36.6777,-121.6555,68.95,56,0,12.66,clear sky
584,Luanda,AO,-8.8368,13.2343,75.2,94,75,5.75,broken clouds
585,San Quintin,MX,30.4833,-115.95,61.14,69,0,13.78,clear sky
586,Kourou,GF,5.1552,-52.6478,80.11,92,100,8.41,overcast clouds
587,Ostersund,SE,63.1792,14.6357,26.62,86,100,5.75,overcast clouds
588,Lima,PE,-12.0432,-77.0282,74.89,65,0,12.66,clear sky
589,Shakawe,BW,-18.3667,21.85,66.49,92,99,2.44,light rain
590,Ercis,TR,39.0287,43.3586,36.1,74,98,4.45,overcast clouds
591,Raudeberg,NO,61.9875,5.1352,32.67,95,100,8.66,light snow
592,Baruun-Urt,MN,46.6806,113.2792,40.55,41,11,10.6,few clouds
593,Ndele,CF,8.4109,20.6473,80.01,58,100,11.14,overcast clouds
594,Koprivstica,RS,43.2349,22.6205,29.86,91,57,2.66,broken clouds
595,Nara,JP,34.6851,135.8049,57.9,47,4,5.57,clear sky
596,Aiken,US,33.5835,-81.5998,66.11,44,0,0.0,clear sky
597,At-Bashi,KG,41.1702,75.8106,33.53,66,2,4.59,clear sky
598,Sept-Iles,CA,50.2001,-66.3821,37.92,38,20,8.05,few clouds
599,Young,UY,-32.6833,-57.6333,62.76,98,100,4.32,overcast clouds
600,Mbengwi,CM,6.0167,10.0,66.65,75,38,3.06,scattered clouds
601,Kerouane,GN,9.2667,-9.0167,73.49,80,100,4.92,overcast clouds
602,Lufilufi,WS,-13.8745,-171.5986,87.58,76,29,13.73,scattered clouds
603,Mujiayingzi,CN,42.1167,118.7833,55.15,26,14,13.02,few clouds
604,Bell Ville,AR,-32.6259,-62.6887,52.66,47,0,8.97,clear sky
605,Huarmey,PE,-10.0681,-78.1522,69.84,84,82,8.79,broken clouds
606,Tonekabon,IR,36.8163,50.8738,60.75,38,4,9.06,clear sky
607,Beihai,CN,21.4833,109.1,66.33,62,0,7.43,clear sky
608,Shatrovo,RU,56.5167,64.6333,35.78,96,100,8.9,overcast clouds
609,Kota Tinggi,MY,1.7381,103.8999,78.84,82,8,2.24,clear sky
610,Sunrise Manor,US,36.2111,-115.0731,82.49,15,20,3.44,few clouds
611,Simplicio Mendes,BR,-7.8539,-41.9103,74.79,56,77,4.36,broken clouds
612,Sao Joao Da Barra,BR,-21.6403,-41.0511,74.64,92,0,6.58,clear sky
613,Pervomayskoye,RU,43.919,46.7102,55.67,68,97,18.48,overcast clouds
614,Gizo,SB,-8.103,156.8419,85.3,69,100,10.58,overcast clouds
615,Umm Lajj,SA,25.0213,37.2685,76.86,51,94,4.43,overcast clouds
616,Mysliborz,PL,52.9238,14.8679,38.05,89,96,13.35,overcast clouds
617,Acarau,BR,-2.8856,-40.12,77.52,90,92,9.28,moderate rain
618,Tsiroanomandidy,MG,-18.7667,46.0333,61.11,81,0,1.66,clear sky
619,Bethlehem,BR,-1.4558,-48.5044,75.24,94,0,2.3,clear sky
620,Kidal,ML,18.4411,1.4078,82.81,7,12,1.63,few clouds
621,Atar,MR,20.5169,-13.0499,69.35,33,4,7.09,clear sky
622,Pyapon,MM,16.2833,95.6833,82.56,57,99,11.61,overcast clouds
623,Magaria,NE,12.9983,8.9099,81.61,8,61,9.89,broken clouds
624,Manaure,CO,11.7751,-72.4445,80.67,75,91,18.48,overcast clouds
625,Karakol,KG,42.4907,78.3936,39.54,43,0,5.3,clear sky
626,Spornoye,RU,50.8448,37.2913,32.09,98,100,8.14,light snow
627,Babu,CN,24.4167,111.5167,64.31,60,0,1.28,clear sky
628,Kirando,TZ,-7.4167,30.6,71.78,79,100,4.99,overcast clouds
629,Ust-Kuyga,RU,70.0167,135.6,-4.81,95,98,1.1,overcast clouds
630,Nadadores,MX,27.05,-101.6,91.24,38,27,11.25,scattered clouds
631,Whitehorse,CA,60.7161,-135.0538,37.02,56,75,13.8,broken clouds
632,Minudasht,IR,37.2289,55.3747,58.57,63,0,4.61,clear sky
633,Farah,AF,32.5,62.5,64.69,10,0,4.61,clear sky
634,Verkh-Usugli,RU,52.7,115.1667,21.2,35,30,4.79,scattered clouds
635,Shizunai,JP,42.3339,142.3669,44.33,55,0,3.78,clear sky
636,Ajdabiya,LY,30.7554,20.2263,72.27,17,0,15.57,clear sky
637,Mount Isa,AU,-20.7333,139.5,83.97,14,8,12.66,clear sky
638,Kurilsk,RU,45.2333,147.8833,40.17,63,1,8.1,clear sky
639,Bairiki,KI,1.3292,172.9752,86.0,70,20,6.91,few clouds
640,Colesberg,ZA,-30.72,25.0972,60.39,67,0,7.7,clear sky
641,Dali,CN,25.7,100.1833,52.66,86,100,4.25,overcast clouds
642,Fairlie,GB,55.756,-4.8556,50.4,92,100,7.0,overcast clouds
643,Ippy,CF,6.2679,21.2247,71.67,85,95,4.36,overcast clouds
644,Saint Anthony,US,45.0205,-93.218,39.09,83,100,13.8,overcast clouds
645,Bela,IN,25.9333,81.9833,78.78,10,0,1.16,clear sky
646,Paita,PE,-5.0892,-81.1144,72.84,79,29,18.16,scattered clouds
647,Marsabit,KE,2.3284,37.9899,69.33,50,100,8.72,overcast clouds
648,Handan,CN,36.6006,114.4678,59.13,52,99,13.65,overcast clouds
649,Coihueco,CL,-36.6167,-71.8333,51.12,45,0,7.56,clear sky
650,Bosaso,SO,11.2842,49.1816,79.74,51,3,9.19,clear sky
651,Black River,JM,18.0264,-77.8487,78.31,78,38,2.28,scattered clouds
652,Guadalupe Victoria,MX,32.2869,-115.105,82.94,23,0,7.34,clear sky
653,Krasnoselkup,RU,65.7,82.4667,13.01,91,100,12.12,overcast clouds
654,Vorobyevka,RU,50.6451,40.9245,35.78,98,100,9.19,overcast clouds
655,Matara,LK,5.9485,80.5353,76.89,87,87,2.62,overcast clouds
656,Georgiyevka,KZ,43.0369,74.7114,41.04,81,0,2.24,clear sky
657,Emba,KZ,48.8264,58.1442,45.91,60,100,12.53,overcast clouds
658,Linfen,CN,36.0889,111.5189,60.73,46,95,2.46,overcast clouds
659,Auki,SB,-8.7676,160.7034,78.67,88,100,5.99,overcast clouds
660,Magadan,RU,59.5667,150.8,20.53,79,50,1.81,scattered clouds
661,Ahipara,NZ,-35.1667,173.1667,73.17,66,23,3.29,few clouds
662,Saint-Denis,FR,48.9167,2.3333,36.09,78,0,5.75,clear sky
663,Henties Bay,NA,-22.116,14.2845,60.57,87,0,4.27,clear sky
664,Ruteng,ID,-8.6136,120.4721,72.37,53,38,1.32,scattered clouds
665,Hami,CN,42.8,93.45,54.0,25,1,7.11,clear sky
666,Taoudenni,ML,22.6783,-3.9836,82.76,11,0,7.7,clear sky
667,Diego De Almagro,CL,-26.3667,-70.05,62.91,36,0,0.34,clear sky
668,Ormara,PK,25.2088,64.6357,76.84,64,13,4.25,few clouds
669,Nongpoh,IN,25.9,91.8833,67.57,81,6,2.37,clear sky
670,Alvdal,NO,62.1077,10.6307,25.72,97,100,2.13,light snow
671,Timra,SE,62.487,17.3257,26.28,93,100,2.3,overcast clouds
672,Itaqui,BR,-29.1253,-56.5531,67.44,98,100,4.5,overcast clouds
673,Pasighat,IN,28.0667,95.3333,68.02,97,100,3.89,overcast clouds
674,Changji,CN,44.0167,87.3167,52.59,40,0,2.24,clear sky
675,Douentza,ML,14.9951,-2.9517,81.45,11,63,0.4,broken clouds
676,Tocopilla,CL,-22.092,-70.1979,68.22,70,15,8.14,few clouds
677,Ifanadiana,MG,-21.3,47.6333,64.56,96,43,2.53,scattered clouds
678,Marienburg,PL,54.0359,19.0266,35.11,79,95,12.24,overcast clouds
679,Goderich,CA,43.7501,-81.7165,34.92,86,9,4.61,clear sky
680,Yokadouma,CM,3.5167,15.05,71.04,95,100,1.86,overcast clouds
681,Thinadhoo,MV,0.5333,72.9333,82.67,64,5,2.75,clear sky
682,Mlyniv,UA,50.509,25.6168,25.66,89,18,9.33,few clouds
683,Kommunar,RU,59.6206,30.39,28.44,92,32,4.56,scattered clouds
684,Alofi,NU,-19.0595,-169.9187,85.89,62,85,9.22,overcast clouds
685,Juegang,CN,32.3174,121.1855,55.98,58,89,7.27,overcast clouds
686,Talaya,RU,61.3833,152.75,5.18,81,79,1.63,broken clouds
687,Todos Santos,MX,23.45,-110.2167,65.44,76,100,10.11,overcast clouds
688,Kostomuksha,RU,64.571,30.5767,11.21,99,62,4.05,broken clouds
689,Bollnas,SE,61.3482,16.3946,30.18,95,100,2.35,overcast clouds
690,Ogaminana,NG,7.5946,6.2248,78.01,79,100,8.55,overcast clouds
691,Almaznyy,RU,48.0448,40.045,39.43,79,100,17.07,overcast clouds
692,Ilebo,CD,-4.3167,20.5833,71.1,99,100,1.92,light rain
693,San Andres,CO,12.5847,-81.7006,82.42,74,40,11.5,scattered clouds
